,max,mean,median,min,rmse,sse,std
poses_dump_01,7.848537068577772,2.986002382958035,2.5236147870857564,0.3503537171195852,3.58874677142328,14141.255521562314,1.990701674879978
poses_dump_04,4.847452465798237,0.45463373636311866,0.3980313172840033,0.09526499331189042,0.646099803719154,111.87524830606904,0.45907855768532646
