,max,mean,median,min,rmse,sse,std
LIMO,5.442268232008231,0.8259159898860825,0.6782450044795171,0.11014752226595856,1.0088047840225893,272.74014072751936,0.5792666656362647
with_GA,4.333765172665056,0.3729178497100197,0.2821582395255974,0.04468113873015911,0.5564956668861594,82.9962305065031,0.4130613811901646
